
  1.000112  0.001781
  0.998590  0.002184
  0.994033  0.003386
  0.986468  0.005369
  0.975942  0.008106
  0.962517  0.011557
  0.946275  0.015675
  0.927313  0.020406
  0.905748  0.025690
  0.881710  0.031462
  0.855345  0.037656
  0.826813  0.044201
  0.796289  0.051026
  0.763959  0.058057
  0.730021  0.065219
  0.694680  0.072434
  0.658154  0.079620
  0.620663  0.086694
  0.582438  0.093568
  0.543711  0.100152
  0.504716  0.106353
  0.465691  0.112077
  0.426874  0.117231
  0.388498  0.121723
  0.350799  0.125469
  0.314003  0.128390
  0.278147  0.130421
  0.242318  0.131253
  0.206799  0.130254
  0.172201  0.126923
  0.139208  0.120989
  0.108536  0.112443
  0.080856  0.101552
  0.056720  0.088810
  0.036510  0.074863
  0.020425  0.060411
  0.008506  0.046126
  0.000679  0.032582
 -0.003209  0.020221
 -0.003358  0.009322
  0.000000  0.000000
  0.006441 -0.007518
  0.015521 -0.013141
  0.026951 -0.017159
  0.040437 -0.019925
  0.055696 -0.021820
  0.072483 -0.023203
  0.090639 -0.024383
  0.110127 -0.025594
  0.131058 -0.027002
  0.153685 -0.028715
  0.178351 -0.030799
  0.205416 -0.033264
  0.235184 -0.036022
  0.267862 -0.038836
  0.303313 -0.041273
  0.340184 -0.042992
  0.378056 -0.044008
  0.416692 -0.044368
  0.455849 -0.044128
  0.495284 -0.043347
  0.534748 -0.042089
  0.573996 -0.040418
  0.612782 -0.038396
  0.650863 -0.036083
  0.688003 -0.033539
  0.723970 -0.030817
  0.758539 -0.027972
  0.791496 -0.025054
  0.822635 -0.022114
  0.851762 -0.019202
  0.878696 -0.016366
  0.903269 -0.013656
  0.925327 -0.011121
  0.944732 -0.008807
  0.961363 -0.006760
  0.975115 -0.005022
  0.985902 -0.003628
  0.993655 -0.002610
  0.998327 -0.001990
  0.999888 -0.001781
