# x/c, Cp (NACA0012 surface)
-0.00053 1.152711004
-0.00053 1.152711004
-0.0004535 1.141669912
-0.0004535 1.141669912
-0.00029925 1.119464592
-0.00029925 1.119464592
-6.65e-05 1.087268089
-6.65e-05 1.087268089
0.00024525 1.04603667
0.00024525 1.04603667
0.0006365 0.9972469651
0.0006365 0.9972469651
0.001107 0.9425325212
0.001107 0.9425325212
0.0016565 0.8829776802
0.0016565 0.8829776802
0.00228425 0.8207839456
0.00228425 0.8207839456
0.00298975 0.756825792
0.00298975 0.756825792
0.0037725 0.6927451263
0.0037725 0.6927451263
0.00463075 0.6291004902
0.00463075 0.6291004902
0.005564 0.5665272045
0.005564 0.5665272045
0.0065715 0.5065052351
0.0065715 0.5065052351
0.007652 0.4477557926
0.007652 0.4477557926
0.00880525 0.3912131811
0.00880525 0.3912131811
0.01003 0.3385938707
0.01003 0.3385938707
0.0113255 0.2877489281
0.0113255 0.2877489281
0.01269125 0.2392558205
0.01269125 0.2392558205
0.0141265 0.1934243712
0.0141265 0.1934243712
0.0156305 0.1509788142
0.0156305 0.1509788142
0.0172025 0.1101339862
0.0172025 0.1101339862
0.0188425 0.0705253543
0.0188425 0.0705253543
0.02054975 0.03395773248
0.02054975 0.03395773248
0.02232375 -0.0002212710072
0.02232375 -0.0002212710072
0.02416375 -0.03254545068
0.02416375 -0.03254545068
0.02606925 -0.06455079672
0.02606925 -0.06455079672
0.02804 -0.09389989678
0.02804 -0.09389989678
0.03007525 -0.1221765151
0.03007525 -0.1221765151
0.03217475 -0.1490544836
0.03217475 -0.1490544836
0.034338 -0.1738581004
0.034338 -0.1738581004
0.03656425 -0.198690812
0.03656425 -0.198690812
0.03885325 -0.221908807
0.03885325 -0.221908807
0.041205 -0.2447669524
0.041205 -0.2447669524
0.0436185 -0.2654610496
0.0436185 -0.2654610496
0.046093 -0.2856432926
0.046093 -0.2856432926
0.0486285 -0.305122192
0.0486285 -0.305122192
0.05122475 -0.3240147127
0.05122475 -0.3240147127
0.05388075 -0.3426863991
0.05388075 -0.3426863991
0.056596 -0.3600220718
0.056596 -0.3600220718
0.05937075 -0.3775269299
0.05937075 -0.3775269299
0.062204 -0.3934725338
0.062204 -0.3934725338
0.06509525 -0.409779462
0.06509525 -0.409779462
0.0680445 -0.4235139457
0.0680445 -0.4235139457
0.071051 -0.4379400688
0.071051 -0.4379400688
0.074114 -0.4528131584
0.074114 -0.4528131584
0.07723325 -0.4671602351
0.07723325 -0.4671602351
0.08040825 -0.4798639817
0.08040825 -0.4798639817
0.0836385 -0.4923412602
0.0836385 -0.4923412602
0.086924 -0.5061787073
0.086924 -0.5061787073
0.09026375 -0.5179986525
0.09026375 -0.5179986525
0.093657 -0.529742782
0.093657 -0.529742782
0.09710375 -0.5422918319
0.09710375 -0.5422918319
0.1006035 -0.5524344229
0.1006035 -0.5524344229
0.10415575 -0.5627795852
0.10415575 -0.5627795852
0.10776 -0.5737927664
0.10776 -0.5737927664
0.1114155 -0.5850266968
0.1114155 -0.5850266968
0.11512175 -0.5949839016
0.11512175 -0.5949839016
0.11887875 -0.604668456
0.11887875 -0.604668456
0.12268575 -0.6148327992
0.12268575 -0.6148327992
0.126542 -0.6237594478
0.126542 -0.6237594478
0.13044725 -0.6336916175
0.13044725 -0.6336916175
0.13440075 -0.6428418784
0.13440075 -0.6428418784
0.13840225 -0.6512504321
0.13840225 -0.6512504321
0.142451 -0.6597492617
0.142451 -0.6597492617
0.1465465 -0.6687523242
0.1465465 -0.6687523242
0.15068875 -0.6767132854
0.15068875 -0.6767132854
0.154877 -0.6844883206
0.154877 -0.6844883206
0.15911025 -0.6928006811
0.15911025 -0.6928006811
0.163388 -0.7008290959
0.163388 -0.7008290959
0.16771025 -0.7083530781
0.16771025 -0.7083530781
0.17207625 -0.7157364968
0.17207625 -0.7157364968
0.1764855 -0.7227702315
0.1764855 -0.7227702315
0.1809375 -0.7300875917
0.1809375 -0.7300875917
0.1854315 -0.7371707509
0.1854315 -0.7371707509
0.189967 -0.7437578382
0.189967 -0.7437578382
0.19454375 -0.7504478287
0.19454375 -0.7504478287
0.199161 -0.7573661609
0.199161 -0.7573661609
0.203818 -0.7631620443
0.203818 -0.7631620443
0.2085145 -0.7697985696
0.2085145 -0.7697985696
0.2132495 -0.7760177618
0.2132495 -0.7760177618
0.218023 -0.7823721608
0.218023 -0.7823721608
0.22283425 -0.7878888644
0.22283425 -0.7878888644
0.2276825 -0.793220308
0.2276825 -0.793220308
0.2325675 -0.7996828036
0.2325675 -0.7996828036
0.2374885 -0.8042020002
0.2374885 -0.8042020002
0.24244525 -0.8107399993
0.24244525 -0.8107399993
0.24743675 -0.8153455507
0.24743675 -0.8153455507
0.2524625 -0.8207852172
0.2524625 -0.8207852172
